Last,Brett,Kode,Art,Vernalisering,Antall planter,Når registrert, comment,,
33,1,33-01,Poa annua,FV,9,6/12/2015,,,
33,1,33-01,Poa annua,FV,3,6/17/2015,,,
33,1,33-01,Poa annua,FV,3,6/25/2015,,,
33,1,33-01,Poa annua,FV,1,6/25/2015,,,
33,1,33-01,Poa annua,FV,1,8/25/2015,,,
33,1,33-01,Stellaria media,FV,1,8/25/2015,,,
33,1,33-01,Urtica urens,FV,1,6/25/2015,,,
33,1,33-01,Urtica urens,FV,1,8/25/2015,,,
33,1,33-01,Urtica urens,EV,3,1/7/2016,,,
33,2,33-02,Cardamine hirsuta,EV,42,1/7/2016,,,
33,2,33-02,Cardamine hirsuta,EV,5,1/27/2016,,,
33,2,33-02,Cardamine hirsuta,EV,10,2/16/2016,,,
33,2,33-02,Cardamine hirsuta,EV,30,3/1/2016,,,
33,2,33-02,Cardamine hirsuta,EV,14,3/15/2016,,,
33,2,33-02,Cardamine hirsuta,EV,29,3/29/2016,,,
33,2,33-02,Cardamine hirsuta,EV,7,4/4/2016,,,
33,2,33-02,Cardamine hirsuta,EV,2,4/4/2016,,,
33,3,33-03,Arabis thaliana,EV,1,1/27/2016,,,
33,3,33-03,Cardamine hirsuta,EV,73,1/7/2016,,,
33,3,33-03,Cardamine hirsuta,EV,1,1/27/2016,,,
33,3,33-03,Cardamine hirsuta,EV,1,2/16/2016,,,
33,3,33-03,Cardamine hirsuta,EV,17,3/29/2016,,,
33,3,33-03,Cardamine hirsuta,EV,1,4/4/2016,,,
33,3,33-03,Cardamine hirsuta,FV,1,6/2/2015,,,
33,3,33-03,Cardamine hirsuta,FV,1,6/25/2015,,,
33,3,33-03,Cardamine hirsuta,FV,1,8/25/2015,,,
33,3,33-03,Chenopodium album,FV,2,5/26/2015,,,
33,3,33-03,Geranium pusilllum,FV,1,6/17/2015,,,
33,3,33-03,Poa annua,FV,11,6/12/2015,,,
33,3,33-03,Poa annua,FV,4,6/17/2015,,,
33,3,33-03,Poa annua,FV,2,6/17/2015,,,
33,3,33-03,Poa annua,FV,7,6/25/2015,,,
33,3,33-03,Poa annua,FV,13,7/9/2015,,,
33,3,33-03,Poa annua,FV,73,8/25/2015,,,
33,3,33-03,Poa annua,EV,89,1/7/2016,,,
33,3,33-03,Poa annua,EV,7,1/27/2016,,,
33,3,33-03,Poa annua,EV,2,3/1/2016,,,
33,3,33-03,Poa annua,EV,1,3/15/2016,,,
33,3,33-03,Poa annua,EV,9,3/29/2016,,,
33,3,33-03,Poa annua,EV,1,4/4/2016,,,
33,3,33-03,Poa annua,EV,2,4/4/2016,,,
33,3,33-03,Sagina procumbens,FV,2,6/2/2015,,,
33,3,33-03,Sagina procumbens,FV,1,6/17/2015,,,
33,3,33-03,Senecio vulgaris,FV,1,5/26/2015,,,
33,3,33-03,Senecio vulgaris,FV,1,8/25/2015,,,
33,3,33-03,Senecio vulgaris,EV,2,1/7/2016,,,
33,3,33-03,Solanum nigrum ssp.  nigrum,FV,2,5/28/2015,,,
33,3,33-03,Stellaria media,FV,1,6/25/2015,,,
33,3,33-03,Stellaria media,FV,2,8/25/2015,,,
33,3,33-03,Stellaria media,EV,3,1/7/2016,,,
33,4,33-04,Cardamine hirsuta,EV,22,1/7/2016,,,
33,4,33-04,Cardamine hirsuta,EV,4,2/16/2016,,,
33,4,33-04,Cardamine hirsuta,EV,1,3/15/2016,,,
33,4,33-04,Cardamine hirsuta,EV,5,3/29/2016,,,
33,4,33-04,Cardamine hirsuta,FV,2,8/25/2015,,,
33,4,33-04,Chenopodium album,FV,9,5/26/2015,,,
33,4,33-04,Conyza canadensis,FV,2,7/9/2015,,,
33,4,33-04,Poa annua,FV,35,6/12/2015,,,
33,4,33-04,Poa annua,FV,1,6/17/2015,,,
33,4,33-04,Poa annua,FV,1,6/17/2015,,,
33,4,33-04,Poa annua,FV,2,6/17/2015,,,
33,4,33-04,Poa annua,FV,9,6/25/2015,,,
33,4,33-04,Poa annua,FV,2,7/9/2015,,,
33,4,33-04,Poa annua,FV,46,8/25/2015,,,
33,4,33-04,Poa annua,EV,27,1/7/2016,,,
33,4,33-04,Poa annua,EV,3,1/27/2016,,,
33,4,33-04,Poa annua,EV,2,2/16/2016,,,
33,4,33-04,Poa annua,EV,16,3/29/2016,,,
33,4,33-04,Poa annua,EV,9,4/4/2016,,,
33,4,33-04,Sagina procumbens,FV,5,6/2/2015,,,
33,4,33-04,Sagina procumbens,FV,2,6/12/2015,,,
33,4,33-04,Sagina procumbens,FV,1,6/17/2015,,,
33,4,33-04,Sagina procumbens,FV,1,6/17/2015,,,
33,4,33-04,Sagina procumbens,FV,1,6/17/2015,,,
33,4,33-04,Sagina procumbens,FV,3,6/25/2015,,,
33,4,33-04,Sagina procumbens,EV,4,1/27/2016,,,
33,4,33-04,Sagina procumbens,EV,1,2/16/2016,,,
33,4,33-04,Sagina procumbens,EV,1,3/15/2016,,,
33,4,33-04,Senecio vulgaris,FV,1,5/26/2015,,,
33,4,33-04,Senecio vulgaris,FV,2,8/25/2015,,,
33,4,33-04,Senecio vulgaris,EV,1,1/7/2016,,,
33,4,33-04,Solanum nigrum ssp.  nigrum,FV,1,5/28/2015,,,
33,4,33-04,Stellaria media,FV,3,6/25/2015,,,
33,4,33-04,Stellaria media,EV,28,1/7/2016,,,
33,4,33-04,Stellaria media,EV,3,2/16/2016,,,
33,4,33-04,Stellaria media,EV,4,3/15/2016,,,
33,4,33-04,Stellaria media,EV,7,3/29/2016,,,
33,5,33-05,Cardamine hirsuta,EV,7,1/7/2016,,,
33,5,33-05,Cardamine hirsuta,EV,10,1/27/2016,,,
33,5,33-05,Cardamine hirsuta,EV,4,1/27/2016,,,
33,5,33-05,Cardamine hirsuta,EV,4,2/16/2016,,,
33,5,33-05,Cardamine hirsuta,EV,1,3/15/2016,,,
33,5,33-05,Cardamine hirsuta,EV,2,3/29/2016,,,
33,5,33-05,Cardamine hirsuta,EV,3,4/4/2016,,,
33,5,33-05,Cardamine hirsuta,FV,1,5/28/2015,,,
33,5,33-05,Cardamine hirsuta,FV,1,6/2/2015,,,
33,5,33-05,Cardamine hirsuta,FV,7,8/25/2015,,,
33,5,33-05,Cerastium glomeratum,FV,1,6/2/2015,,,
33,5,33-05,Cerastium glomeratum,FV,2,6/25/2015,,,
33,5,33-05,Cerastium glomeratum,FV,7,8/25/2015,,,
33,5,33-05,Cerastium glomeratum,EV,24,1/7/2016,,,
33,5,33-05,Cerastium glomeratum,EV,7,1/27/2016,,,
33,5,33-05,Cerastium glomeratum,EV,1,2/16/2016,,,
33,5,33-05,Cerastium glomeratum,EV,1,3/15/2016,,,
33,5,33-05,Chenopodiastrum murale,EV,2,1/27/2016,,,
33,5,33-05,Epilobium ciliatum,EV,1,1/27/2016,,,
33,5,33-05,Poa annua,EV,206,1/7/2016,,,
33,5,33-05,Poa annua,FV,3,6/25/2015,,,
33,5,33-05,Poa annua,FV,16,8/25/2015,,,
33,5,33-05,Poa annua,EV,20,1/27/2016,,,
33,5,33-05,Poa annua,EV,1,1/27/2016,,,
33,5,33-05,Poa annua,EV,17,2/16/2016,,,
33,5,33-05,Poa annua,EV,14,3/15/2016,,,
33,5,33-05,Poa annua,EV,17,3/29/2016,,,
33,5,33-05,Poa annua,EV,7,4/4/2016,,,
33,5,33-05,Poa annua,EV,1,4/4/2016,,,
33,5,33-05,Senecio vulgaris,FV,1,5/26/2015,,,
33,5,33-05,Stellaria media,FV,1,6/25/2015,,,
33,5,33-05,Stellaria media,FV,5,8/25/2015,,,
33,5,33-05,Stellaria media,EV,37,1/7/2016,,,
33,5,33-05,Stellaria media,EV,1,1/27/2016,,,
33,5,33-05,Stellaria media,EV,1,3/29/2016,,,
34,1,34-01,Arabis thaliana,EV,18,1/8/2016,,,
34,1,34-01,Arabis thaliana,EV,1,1/27/2016,,,
34,1,34-01,Cardamine hirsuta,EV,7,1/7/2016,,,
34,1,34-01,Cardamine hirsuta,EV,9,1/8/2016,,,
34,1,34-01,Cardamine hirsuta,EV,1,1/27/2016,,,
34,1,34-01,Cardamine hirsuta,EV,1,4/4/2016,,,
34,1,34-01,Chenopodium album,FV,17,5/26/2015,,,
34,1,34-01,Chenopodium album,FV,2,6/2/2015,,,
34,1,34-01,Poa annua,FV,1,7/9/2015,,,
34,1,34-01,Poa annua,FV,1,8/25/2015,,,
34,1,34-01,Poa annua,EV,34,1/7/2016,,,
34,1,34-01,Poa annua,EV,5,1/27/2016,,,
34,1,34-01,Poa annua,EV,4,3/1/2016,,,
34,1,34-01,Poa annua,EV,2,3/29/2016,,,
34,1,34-01,Senecio vulgaris,FV,2,6/2/2015,,,
34,1,34-01,Solanum nigrum ssp.  nigrum,FV,1,7/9/2015,,,
34,1,34-01,Stellaria media,FV,1,5/26/2015,,,
34,1,34-01,Stellaria media,FV,1,6/25/2015,,,
34,1,34-01,Stellaria media,FV,1,8/25/2015,,,
34,2,34-02,Arabis thaliana,EV,30,1/8/2016,,,
34,2,34-02,Arabis thaliana,EV,5,1/27/2016,,,
34,2,34-02,Arabis thaliana,EV,1,2/16/2016,,,
34,2,34-02,Arabis thaliana,EV,4,3/29/2016,,,
34,2,34-02,Cardamine hirsuta,EV,5,1/8/2016,,,
34,2,34-02,Cardamine hirsuta,EV,2,1/27/2016,,,
34,2,34-02,Cerastium glomeratum,EV,1,1/8/2016,,,
34,2,34-02,Chenopodium album,FV,3,5/26/2015,,,
34,2,34-02,Matricaria perforata,EV,3,1/8/2016,,,
34,2,34-02,Poa annua,FV,1,8/25/2015,,,
34,2,34-02,Solanum nigrum ssp.  nigrum,FV,1,5/28/2015,,,
34,2,34-02,Sonchus asper,FV,1,6/25/2015,,,
34,2,34-02,Sonchus oleraceus,FV,2,5/28/2015,,,
34,2,34-02,Stellaria media,FV,1,5/26/2015,,,
34,2,34-02,Stellaria media,EV,1,1/8/2016,,,
34,3,34-03,Arabis thaliana,EV,10,1/8/2016,,,
34,3,34-03,Arabis thaliana,EV,1,3/29/2016,,,
34,3,34-03,Cardamine hirsuta,EV,5,1/7/2016,,,
34,3,34-03,Cardamine hirsuta,EV,4,1/8/2016,,,
34,3,34-03,Cardamine hirsuta,EV,7,1/27/2016,,,
34,3,34-03,Cardamine hirsuta,EV,1,2/16/2016,,,
34,3,34-03,Cardamine hirsuta,EV,1,3/1/2016,,,
34,3,34-03,Chenopodium album,FV,12,5/26/2015,,,
34,3,34-03,Poa annua,FV,2,6/12/2015,,,
34,3,34-03,Poa annua,FV,1,8/25/2015,,,
34,3,34-03,Poa annua,EV,1,1/7/2016,,,
34,3,34-03,Poa annua,EV,1,1/27/2016,,,
34,3,34-03,Senecio vulgaris,FV,4,5/26/2015,,,
34,3,34-03,Senecio vulgaris,FV,1,5/26/2015,,,
34,3,34-03,Solanum nigrum ssp.  nigrum,FV,4,5/26/2015,,,
34,3,34-03,Sonchus asper,FV,1,6/17/2015,,,
34,3,34-03,Stellaria media,EV,2,1/7/2016,,,
34,4,34-04,Arabis thaliana,FV,1,6/2/2015,,,
34,4,34-04,Arabis thaliana,EV,57,1/8/2016,,,
34,4,34-04,Arabis thaliana,EV,11,1/27/2016,,,
34,4,34-04,Arabis thaliana,EV,1,1/27/2016,,,
34,4,34-04,Arabis thaliana,EV,6,2/16/2016,,,
34,4,34-04,Arabis thaliana,EV,4,3/15/2016,,,
34,4,34-04,Arabis thaliana,EV,1,3/29/2016,,,
34,4,34-04,Capsella bursa-pastoris,FV,4,5/28/2015,,,
34,4,34-04,Cardamine hirsuta,EV,15,1/8/2016,,,
34,4,34-04,Cardamine hirsuta,EV,12,1/27/2016,,,
34,4,34-04,Cardamine hirsuta,EV,46,1/27/2016,,,
34,4,34-04,Cardamine hirsuta,EV,1,2/16/2016,,,
34,4,34-04,Cardamine hirsuta,EV,1,3/1/2016,,,
34,4,34-04,Cardamine hirsuta,EV,4,3/15/2016,,,
34,4,34-04,Cardamine hirsuta,FV,1,6/25/2015,,,
34,4,34-04,Cerastium glomeratum,FV,2,6/25/2015,,,
34,4,34-04,Cerastium glomeratum,EV,1,2/16/2016,,,
34,4,34-04,Chenopodium album,FV,40,5/26/2015,,,
34,4,34-04,Chenopodium album,FV,1,6/2/2015,,,
34,4,34-04,Conyza canadensis,FV,1,6/12/2015,,,
34,4,34-04,Conyza canadensis,FV,2,6/17/2015,,,
34,4,34-04,Conyza canadensis,FV,1,8/25/2015,,,
34,4,34-04,Conyza canadensis,EV,4,1/27/2016,,,
34,4,34-04,Galinsoga quadriradiata,EV,2,1/27/2016, ,,
34,4,34-04,Matricaria perforata,EV,1,1/27/2016,,,
34,4,34-04,Matricaria perforata,EV,1,2/16/2016,,,
34,4,34-04,Poa annua,FV,2,8/25/2015,,,
34,4,34-04,Poa annua,EV,1,1/27/2016,,,
34,4,34-04,Senecio vulgaris,FV,1,5/26/2015,,,
34,4,34-04,Solanum nigrum ssp.  nigrum,FV,1,5/26/2015,,,
34,4,34-04,Solanum tuberosum 'Amandine',FV,1,8/25/2015,,,
34,4,34-04,Stellaria media,FV,1,5/26/2015,,,
34,4,34-04,Stellaria media,EV,1,1/8/2016,,,
34,5,34-05,Arabis thaliana,FV,3,6/2/2015,,,
34,5,34-05,Arabis thaliana,FV,2,6/12/2015,,,
34,5,34-05,Arabis thaliana,FV,1,6/17/2015,,,
34,5,34-05,Arabis thaliana,FV,3,8/25/2015,,,
34,5,34-05,Arabis thaliana,EV,528,1/8/2016,,,
34,5,34-05,Arabis thaliana,EV,42,1/27/2016,,,
34,5,34-05,Arabis thaliana,EV,3,1/27/2016,,,
34,5,34-05,Arabis thaliana,EV,15,2/16/2016,,,
34,5,34-05,Arabis thaliana,EV,19,3/1/2016,,,
34,5,34-05,Arabis thaliana,EV,15,3/15/2016,,,
34,5,34-05,Arabis thaliana,EV,10,3/29/2016,,,
34,5,34-05,Arabis thaliana,EV,3,4/4/2016,,,
34,5,34-05,Arabis thaliana,EV,2,4/4/2016,,,
34,5,34-05,Capsella bursa-pastoris,FV,16,5/28/2015,,,
34,5,34-05,Capsella bursa-pastoris,FV,1,6/17/2015,,,
34,5,34-05,Cardamine hirsuta,EV,5,1/7/2016,,,
34,5,34-05,Cardamine hirsuta,EV,14,1/8/2016,,,
34,5,34-05,Cardamine hirsuta,EV,4,1/27/2016,,,
34,5,34-05,Cardamine hirsuta,EV,1,1/27/2016,,,
34,5,34-05,Cardamine hirsuta,EV,1,2/16/2016,,,
34,5,34-05,Cardamine hirsuta,EV,2,3/1/2016,,,
34,5,34-05,Cardamine hirsuta,EV,1,4/4/2016,,,
34,5,34-05,Cardamine hirsuta,EV,1,4/4/2016,,,
34,5,34-05,Cardamine hirsuta,FV,2,5/28/2015,,,
34,5,34-05,Cardamine hirsuta,FV,1,6/2/2015,,,
34,5,34-05,Cardamine hirsuta,FV,1,6/17/2015,,,
34,5,34-05,Cardamine hirsuta,FV,4,6/25/2015,,,
34,5,34-05,Cardamine hirsuta,FV,1,7/9/2015,,,
34,5,34-05,Cerastium glomeratum,FV,3,6/25/2015,,,
34,5,34-05,Chenopodium album,FV,16,5/26/2015,,,
34,5,34-05,Chenopodium album,FV,3,6/2/2015,,,
34,5,34-05,Conyza canadensis,FV,1,6/17/2015,,,
34,5,34-05,Conyza canadensis,EV,1,1/27/2016,,,
34,5,34-05,Juncus filiformis,EV,1,3/1/2016,,,
34,5,34-05,Lepidotheca suaveolens ,EV,3,1/27/2016,,,
34,5,34-05,Matricaria perforata,EV,5,1/8/2016,,,
34,5,34-05,Matricaria perforata,EV,1,1/27/2016,,,
34,5,34-05,Matricaria perforata,FV,1,8/25/2015,,,
34,5,34-05,Poa annua,FV,3,6/12/2015,,,
34,5,34-05,Poa annua,FV,1,6/25/2015,,,
34,5,34-05,Solanum nigrum ssp.  nigrum,FV,3,5/26/2015,,,
34,5,34-05,Stellaria media,FV,1,6/25/2015,,,
34,5,34-05,Stellaria media,EV,1,1/7/2016,,,
35,1,35-01,Arabis thaliana,EV,2,3/15/2016,,,
35,1,35-01,Arabis thaliana,EV,1,4/4/2016,,,
35,1,35-01,Cardamine hirsuta,EV,5,1/7/2016,,,
35,1,35-01,Cardamine hirsuta,EV,5,2/16/2016,,,
35,1,35-01,Cardamine hirsuta,EV,4,3/15/2016,,,
35,1,35-01,Cardamine hirsuta,EV,2,3/15/2016,,,
35,1,35-01,Cardamine hirsuta,EV,2,3/29/2016,,,
35,1,35-01,Cardamine hirsuta,FV,1,6/12/2015,,,
35,1,35-01,Chenopodium album,FV,1,6/2/2015,,,
35,1,35-01,Epilobium ciliatum,FV,1,7/9/2015,,,
35,1,35-01,Galinsoga parviflora,FV,1,8/25/2015,,,
35,1,35-01,Lepidotheca suaveolens ,EV,1,1/27/2016,,,
35,1,35-01,Poa annua,FV,2,6/17/2015,,,
35,1,35-01,Poa annua,FV,1,7/9/2015,,,
35,1,35-01,Poa annua,FV,1,8/25/2015,,,
35,1,35-01,Senecio vulgaris,FV,2,5/26/2015,,,
35,1,35-01,Solanum nigrum ssp.  nigrum,FV,3,5/28/2015,,,
35,1,35-01,Solanum nigrum ssp.  nigrum,FV,4,6/12/2015,,,
35,1,35-01,Solanum nigrum ssp.  nigrum,FV,1,8/25/2015,,,
35,2,35-02,Arabis thaliana,EV,1,1/27/2016,,,
35,2,35-02,Capsella bursa-pastoris,FV,1,6/12/2015,,,
35,2,35-02,Cardamine hirsuta,EV,14,1/7/2016,,,
35,2,35-02,Cardamine hirsuta,EV,13,1/27/2016,,,
35,2,35-02,Cardamine hirsuta,EV,5,2/16/2016,,,
35,2,35-02,Cardamine hirsuta,EV,1,3/1/2016,,,
35,2,35-02,Cardamine hirsuta,EV,1,3/29/2016,,,
35,2,35-02,Cardamine hirsuta,EV,1,3/29/2016,,,
35,2,35-02,Cardamine hirsuta,EV,4,4/4/2016,,,
35,2,35-02,Cerastium glomeratum,FV,1,6/12/2015,,,
35,2,35-02,Chenopodium album,FV,44,5/26/2015,,,
35,2,35-02,Chenopodium album,FV,11,6/2/2015,,,
35,2,35-02,Chenopodium album,FV,1,6/12/2015,,,
35,2,35-02,Chenopodium album,EV,2,4/25/2016,,,
35,2,35-02,Conyza canadensis,FV,1,7/9/2015,,,
35,2,35-02,Conyza canadensis,FV,1,7/9/2015,,,
35,2,35-02,Conyza canadensis,FV,3,8/25/2015,,,
35,2,35-02,Conyza canadensis,EV,11,1/27/2016,,,
35,2,35-02,Conyza canadensis,EV,1,3/1/2016,,,
35,2,35-02,Conyza canadensis,EV,1,3/29/2016,,,
35,2,35-02,Conyza canadensis,EV,2,4/4/2016,,,
35,2,35-02,Echinochloa crus-galli,FV,1,6/12/2015,,,
35,2,35-02,Echinochloa crus-galli,FV,1,6/12/2015,,,
35,2,35-02,Echinochloa crus-galli,FV,1,7/9/2015,,,
35,2,35-02,Epilobium ciliatum,FV,2,6/12/2015,,,
35,2,35-02,Epilobium ciliatum ,EV,1,1/27/2016,,,
35,2,35-02,Poa annua,FV,5,6/12/2015,,,
35,2,35-02,Poa annua,FV,2,6/12/2015,,,
35,2,35-02,Poa annua,FV,1,6/25/2015,,,
35,2,35-02,Poa annua,EV,1,5/3/2016,,,
35,2,35-02,Poa annua,EV,1,5/3/2016,,,
35,2,35-02,Rorippa sylvestris,FV,1,7/9/2015,,,
35,2,35-02,Senecio vulgaris,FV,2,5/26/2015,,,
35,2,35-02,Solanum nigrum ssp.  nigrum,FV,1,5/28/2015,,,
35,2,35-02,Stellaria media,EV,1,1/7/2016,,,
35,3,35-03,Cardamine hirsuta,EV,33,1/7/2016,,,
35,3,35-03,Cardamine hirsuta,EV,3,1/27/2016,,,
35,3,35-03,Cardamine hirsuta,EV,3,2/16/2016,,,
35,3,35-03,Cardamine hirsuta,EV,1,3/1/2016,,,
35,3,35-03,Cardamine hirsuta,EV,1,3/15/2016,,,
35,3,35-03,Cardamine hirsuta,EV,4,3/29/2016,,,
35,3,35-03,Cardamine hirsuta,FV,3,5/28/2015,,,
35,3,35-03,Cardamine hirsuta,FV,1,6/2/2015,,,
35,3,35-03,Cardamine hirsuta,FV,1,6/17/2015,,,
35,3,35-03,Conyza canadensis,EV,1,3/15/2016,,,
35,3,35-03,Galinsoga parviflora,FV,3,6/12/2015,,,
35,3,35-03,Galinsoga parviflora,FV,1,6/25/2015,,,
35,3,35-03,Lepidotheca suaveolens ,EV,1,1/27/2016,,,
35,3,35-03,Matricaria perforata,FV,1,6/12/2015,,,
35,3,35-03,Matricaria perforata,FV,1,8/25/2015,,,
35,3,35-03,Poa annua,FV,1,6/12/2015,,,
35,3,35-03,Poa annua,FV,3,8/25/2015,,,
35,3,35-03,Poa annua,EV,45,1/7/2016,,,
35,3,35-03,Poa annua,EV,2,1/27/2016,,,
35,3,35-03,Poa annua,EV,1,3/1/2016,,,
35,3,35-03,Poa annua,EV,3,3/29/2016,,,
35,3,35-03,Rumex acetosella ssp. acetosella,FV,1,6/12/2015,,,
35,3,35-03,Sagina procumbens,EV,1,1/7/2016,,,
35,3,35-03,Senecio vulgaris,FV,1,6/2/2015,,,
35,3,35-03,Solanum nigrum ssp.  nigrum,FV,1,5/28/2015,,,
35,3,35-03,Stellaria media,EV,1,1/7/2016,,,
35,3,35-03,Urtica urens,FV,1,6/2/2015,,,
35,4,35-04,Capsella bursa-pastoris,FV,1,6/2/2015,,,
35,4,35-04,Cardamine hirsuta,EV,46,1/7/2016,,,
35,4,35-04,Cardamine hirsuta,EV,2,2/16/2016,,,
35,4,35-04,Cardamine hirsuta,EV,2,3/1/2016,,,
35,4,35-04,Cardamine hirsuta,EV,14,3/15/2016,,,
35,4,35-04,Cardamine hirsuta,EV,20,3/29/2016,,,
35,4,35-04,Cardamine hirsuta,EV,2,4/4/2016,,,
35,4,35-04,Cardamine hirsuta,EV,4,4/4/2016,,,
35,4,35-04,Poa annua,EV,16,1/7/2016,,,
35,4,35-04,Poa annua,EV,1,3/1/2016,,,
35,4,35-04,Poa annua,EV,6,3/15/2016,,,
35,4,35-04,Poa annua,EV,5,3/29/2016,,,
35,4,35-04,Poa annua,EV,2,4/4/2016,,,
35,4,35-04,Sagina procumbens,FV,1,6/12/2015,,,
35,4,35-04,Sagina procumbens,FV,2,7/9/2015,,,
35,4,35-04,Sagina procumbens,EV,15,1/7/2016,,,
35,4,35-04,Sagina procumbens,EV,2,2/16/2016,,,
35,4,35-04,Sagina procumbens,EV,1,4/4/2016,,,
35,4,35-04,Senecio vulgaris,FV,6,5/26/2015,,,
35,4,35-04,Senecio vulgaris,FV,2,8/25/2015,,,
35,5,35-05,Arabis thaliana,EV,2,1/27/2016,,,
35,5,35-05,Cardamine hirsuta,EV,154,1/7/2016,,,
35,5,35-05,Cardamine hirsuta,EV,15,1/27/2016,,,
35,5,35-05,Cardamine hirsuta,EV,33,1/27/2016,,,
35,5,35-05,Cardamine hirsuta,EV,25,2/16/2016,,,
35,5,35-05,Cardamine hirsuta,EV,16,3/15/2016,,,
35,5,35-05,Cardamine hirsuta,EV,3,3/29/2016,,,
35,5,35-05,Cardamine hirsuta,EV,105,3/29/2016,,,
35,5,35-05,Cardamine hirsuta,EV,11,4/4/2016,,,
35,5,35-05,Cardamine hirsuta,EV,4,4/4/2016,,,
35,5,35-05,Cardamine hirsuta,FV,1,6/12/2015,,,
35,5,35-05,Cardamine hirsuta,FV,2,6/17/2015,,,
35,5,35-05,Cardamine hirsuta,FV,1,8/25/2015,,,
35,5,35-05,Conyza canadensis,FV,1,6/12/2015,,,
35,5,35-05,Conyza canadensis,EV,1,1/27/2016,,,
35,5,35-05,Galinsoga parviflora,FV,1,6/25/2015,,,
35,5,35-05,Lepidotheca suaveolens ,EV,2,1/27/2016,,,
35,5,35-05,Poa annua,EV,1,3/29/2016,,,
35,5,35-05,Senecio vulgaris,FV,2,5/26/2015,,,
35,5,35-05,Senecio vulgaris,FV,2,6/2/2015,,,
35,5,35-05,Sonchus asper,FV,1,6/17/2015,,,
35,5,35-05,Stellaria media,FV,1,8/25/2015,,,
35,5,35-05,Stellaria media,FV,1,8/25/2015,,,
36,1,36-01,Cerastium glomeratum,FV,1,10/6/2015,,,
36,1,36-01,Chenopodium album,EV,1,5/3/2016,,,
36,1,36-01,Juncus bufonius,FV,1,12/3/2015,,,
36,1,36-01,Oxalis corniculata,FV,1,11/10/2015,,,
36,1,36-01,Poa annua,FV,5,10/6/2015,,,
36,1,36-01,Sagina procumbens,FV,1,11/3/2015,,,
36,2,36-02,Cerastium glomeratum,FV,3,10/6/2015,,,
36,2,36-02,Chenopodium album,EV,2,5/3/2016,,,
36,2,36-02,Chenopodium album,EV,1,5/3/2016,,,
36,2,36-02,Juncus bufonius,FV,1,11/3/2015,,,
36,2,36-02,Matricaria perforata,FV,1,10/6/2015,,,
36,2,36-02,Poa annua,FV,1,11/3/2015,,,
36,2,36-02,Rumex acetosella ssp. acetosella,FV,1,10/6/2015,,,
36,2,36-02,Sagina procumbens,FV,2,12/3/2015,,,
36,2,36-02,Sagina procumbens,EV,1,5/30/2016,,,
36,3,36-03,Agrostis gigantea,EV,1,5/30/2016,,,
36,3,36-03,Juncus bufonius,FV,1,11/3/2015,,,
36,3,36-03,Poa annua,FV,2,10/6/2015,,,
36,3,36-03,Ranunculus sceleratus,FV,1,8/1/2016,NB! Dato stemmer. Planten satt til vernalisering. Og blomstret første neste år,,
36,3,36-03,Senecio vulgaris,FV,1,10/6/2015,,,
36,4,36-04,Calluna vulgaris,FV,1,12/17/2015,,,
36,4,36-04,Calluna vulgaris,FV,1,12/17/2015,,,
36,4,36-04,Chenopodium album,EV,1,4/25/2016,,,
36,4,36-04,Juncus bufonius,EV,1,3/1/2016,,,
36,4,36-04,Juncus bufonius,FV,1,11/3/2015,,,
36,4,36-04,Poa annua,FV,34,10/6/2015,,,
36,4,36-04,Poa annua,FV,5,11/3/2015,,,
36,4,36-04,Poa annua,FV,1,11/3/2015,,,
36,4,36-04,Poa annua,FV,1,12/3/2015,,,
36,4,36-04,Poa annua,EV,1,4/25/2016,,,
36,4,36-04,Poa annua,EV,2,5/23/2016,,,
36,4,36-04,Stellaria media,FV,1,10/6/2015,,,
36,4,36-04,Stellaria media,FV,1,10/19/2015,,,
36,5,36-05,Fallopia convolvolus,EV,1,5/3/2016,,,
36,5,36-05,Oxalis corniculata,FV,103,10/19/2015,,,
36,5,36-05,Oxalis corniculata,FV,25,11/10/2015,,,
36,5,36-05,Oxalis corniculata,FV,13,12/3/2015,,,
36,5,36-05,Oxalis corniculata,FV,1,12/17/2015,,,
36,5,36-05,Oxalis corniculata,EV,3,5/3/2016,,,
36,5,36-05,Oxalis corniculata,EV,1,5/11/2016,,,
36,5,36-05,Oxalis corniculata,EV,9,5/23/2016,,,
36,5,36-05,Oxalis corniculata,EV,15,5/30/2016,,,
36,5,36-05,Oxalis corniculata,EV,8,6/2/2016,,,
36,5,36-05,Oxalis dillenii,FV,2,11/10/2015,,,
36,5,36-05,Persicaria laphatifolia ssp. lapathifolia,EV,1,5/11/2016,,,
36,5,36-05,Poa annua,FV,11,10/6/2015,,,
36,5,36-05,Poa annua,FV,7,11/3/2015,,,
36,5,36-05,Poa annua,FV,3,12/3/2015,,,
36,5,36-05,Poa annua,FV,1,12/3/2015,,,
36,5,36-05,Poa annua,EV,4,5/3/2016,,,
36,5,36-05,Poa annua,EV,6,5/23/2016,,,
36,5,36-05,Poa annua,EV,6,5/30/2016,,,
36,5,36-05,Poa annua,EV,1,6/2/2016,,,
36,5,36-05,Sagina procumbens,EV,1,5/30/2016,,,
36,5,36-05,Sagina procumbens,EV,1,6/2/2016,,,
36,5,36-05,Senecio vulgaris,FV,2,10/6/2015,,,
36,5,36-05,Senecio vulgaris,FV,1,11/3/2015,,,
36,5,36-05,Senecio vulgaris,FV,2,11/3/2015,,,
